PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Department,Order Month,Spend,Lead Time (Days),Qty_LeadTime_Interaction,Cost_per_Unit,Markup_%,High_Markup_Flag,PPI
PO-00141,Beta_Supplies,2023-09-03,2023-09-07,Packaging,Delivered,1212,87.46,74.55,118.0,No,Production,2023-09,90354.59999999999,4.0,4848.0,74.55,0.0,False,284.394
PO-00142,Epsilon_Group,2022-03-07,2022-03-12,Chemicals,Delivered,1572,57.38,49.32,40.0,Yes,Maintenance,2022-03,77531.04,5.0,7860.0,49.31999999999999,-1.440678701865572e-14,False,362.244
PO-00143,Gamma_Co,2023-01-30,2023-02-09,Electronics,Delivered,642,91.9,81.49,26.0,Yes,Finance,2023-01,52316.579999999994,10.0,6420.0,81.49,0.0,False,133.728
PO-00144,Epsilon_Group,2023-01-26,2023-02-04,Office Supplies,Delivered,441,63.25,54.12,16.0,Yes,Finance,2023-01,23866.92,9.0,3969.0,54.12,0.0,False,268.947
PO-00145,Epsilon_Group,2023-09-03,2023-09-19,Metals,Delivered,1748,66.53,57.11,74.8034321372855,Yes,Finance,2023-09,99828.28,16.0,27968.0,57.11,0.0,False,323.71
PO-00146,Gamma_Co,2023-04-25,2022-02-13,Manufacturing,Pending,468,95.57,91.8,24.0,Yes,Finance,2023-04,42962.4,10.776811594202899,5043.547826086957,91.8,0.0,False,326.473
PO-00147,Beta_Supplies,2023-06-26,2023-07-14,Food Products,Delivered,338,50.25,46.28,49.0,No,Finance,2023-06,15642.640000000001,18.0,6084.0,46.28,0.0,False,257.294
PO-00148,Gamma_Co,2022-09-15,2022-09-22,Chemicals,Delivered,428,22.94,21.52,26.0,Yes,Procurement,2022-09,9210.56,7.0,2996.0,21.52,0.0,False,367.861
PO-00149,Beta_Supplies,2023-07-21,2022-02-13,Metals,Delivered,1846,13.72,12.62,216.0,Yes,Logistics,2023-07,23296.519999999997,10.776811594202899,19893.99420289855,12.619999999999997,-1.4075727729003572e-14,False,335.16
PO-00150,Epsilon_Group,2022-01-12,2022-01-17,Office Supplies,Delivered,1563,77.96,70.8,41.0,Yes,Finance,2022-01,110660.4,5.0,7815.0,70.8,0.0,False,212.003
PO-00151,Beta_Supplies,2023-11-28,2023-12-07,Food Products,Delivered,280,73.07,69.29,30.0,Yes,Production,2023-11,19401.2,9.0,2520.0,69.29,0.0,False,189.425
PO-00152,Delta_Logistics,2022-04-28,2022-05-12,Raw Materials,Delivered,1067,74.47,64.16,74.8034321372855,No,Production,2022-04,68458.72,14.0,14938.0,64.16,0.0,False,358.784
PO-00153,Gamma_Co,2023-11-30,2023-12-17,Food Products,Pending,90,32.38,29.96,7.0,Yes,Production,2023-11,2696.4,17.0,1530.0,29.96,0.0,False,189.425
PO-00154,Gamma_Co,2023-07-04,2023-07-05,Packaging,Delivered,1101,24.28,22.73,59.0,No,Production,2023-07,25025.73,1.0,1101.0,22.73,0.0,False,284.946
PO-00155,Alpha_Inc,2022-10-01,2022-10-11,Electronics,Delivered,184,11.82,10.51,4.0,Yes,Procurement,2022-10,1933.84,10.0,1840.0,10.51,0.0,False,131.658
PO-00156,Epsilon_Group,2023-10-19,2023-11-07,Electronics,Delivered,250,45.92,41.02,3.0,Yes,Production,2023-10,10255.0,19.0,4750.0,41.02,0.0,False,134.645
PO-00157,Epsilon_Group,2022-12-15,2022-02-13,Services,Cancelled,1913,66.56,61.34,61.0,Yes,Finance,2022-12,117343.42000000001,10.776811594202899,20616.040579710145,61.34,0.0,False,104.541
PO-00158,Beta_Supplies,2022-04-25,2022-04-30,Manufacturing,Delivered,829,45.98,40.39,74.8034321372855,Yes,Maintenance,2022-04,33483.31,5.0,4145.0,40.39,0.0,False,298.74
PO-00159,Delta_Logistics,2022-10-28,2022-11-13,Manufacturing,Delivered,979,51.59,49.69,148.0,Yes,Production,2022-10,48646.509999999995,16.0,15664.0,49.69,0.0,False,313.525
PO-00160,Epsilon_Group,2023-03-22,2023-04-09,Food Products,Partially Delivered,1106,97.77,90.45,31.0,Yes,Procurement,2023-03,100037.7,18.0,19908.0,90.45,0.0,False,257.021
PO-00161,Delta_Logistics,2022-06-11,2022-06-24,MRO,Pending,1121,42.38,38.34,152.0,Yes,Procurement,2022-06,42979.14000000001,13.0,14573.0,38.34,0.0,False,305.793
PO-00162,Alpha_Inc,2023-04-10,2023-04-21,Metals,Delivered,552,60.48,56.78,10.0,Yes,Production,2023-04,31342.56,11.0,6072.0,56.78,0.0,False,347.827
PO-00163,Gamma_Co,2022-01-04,2022-01-12,Chemicals,Delivered,456,80.53,77.86,26.0,Yes,Maintenance,2022-01,35504.159999999996,8.0,3648.0,77.85999999999999,-1.8251804155152842e-14,False,340.381
PO-00164,Delta_Logistics,2022-09-27,2022-10-05,Chemicals,Delivered,1647,47.52,44.92,74.8034321372855,Yes,Production,2022-09,73983.24,8.0,13176.0,44.92,0.0,False,367.861
PO-00165,Epsilon_Group,2023-05-28,2023-06-11,Electronics,Pending,1801,71.27,61.24,43.0,Yes,Procurement,2023-05,110293.24,14.0,25214.0,61.24,0.0,False,133.386
PO-00166,Gamma_Co,2022-07-02,2022-07-18,Chemicals,Delivered,854,90.24,85.53,74.8034321372855,Yes,Logistics,2022-07,73042.62,16.0,13664.0,85.53,0.0,False,370.942
PO-00167,Delta_Logistics,2023-06-04,2023-06-17,Manufacturing,Delivered,148,103.57,98.62,23.0,No,Finance,2023-06,14595.76,13.0,1924.0,98.62,0.0,False,328.454
PO-00168,Delta_Logistics,2022-04-19,2022-04-24,Chemicals,Delivered,733,23.59,22.85,92.0,Yes,Procurement,2022-04,16749.05,5.0,3665.0,22.849999999999998,-1.5547981088842454e-14,False,399.403
PO-00169,Beta_Supplies,2023-10-03,2023-10-05,Manufacturing,Delivered,1945,103.2,88.56,74.8034321372855,Yes,Production,2023-10,172249.2,2.0,3890.0,88.56,0.0,False,332.699
PO-00170,Gamma_Co,2022-11-02,2022-11-21,Packaging,Delivered,775,57.0,49.14,48.0,Yes,Finance,2022-11,38083.5,19.0,14725.0,49.14,0.0,False,290.517
PO-00171,Delta_Logistics,2023-10-17,2023-10-21,Packaging,Delivered,1620,36.73,33.45,235.0,No,Production,2023-10,54189.00000000001,4.0,6480.0,33.45,0.0,False,284.458
PO-00172,Beta_Supplies,2023-06-04,2023-06-19,Manufacturing,Delivered,1010,55.68,50.86,74.8034321372855,Yes,Production,2023-06,51368.6,15.0,15150.0,50.86,0.0,False,328.454
PO-00173,Epsilon_Group,2023-09-16,2023-10-01,Metals,Delivered,1812,108.02,101.02,51.0,Yes,Logistics,2023-09,183048.24,15.0,27180.0,101.02,0.0,False,323.71
PO-00174,Delta_Logistics,2022-07-23,2022-07-28,Office Supplies,Delivered,662,55.97,50.0,100.0,Yes,Finance,2022-07,33100.0,5.0,3310.0,50.0,0.0,False,236.704
PO-00175,Beta_Supplies,2022-06-06,2022-06-11,Raw Materials,Pending,1535,40.58,38.71,165.0,Yes,Finance,2022-06,59419.85,5.0,7675.0,38.71,0.0,False,379.442
PO-00176,Beta_Supplies,2023-01-18,2023-01-27,Electronics,Delivered,692,71.03,67.74,70.0,Yes,Logistics,2023-01,46876.079999999994,9.0,6228.0,67.74,0.0,False,133.728
PO-00177,Gamma_Co,2022-06-15,2022-06-28,MRO,Delivered,1842,32.4,28.08,96.0,Yes,Procurement,2022-06,51723.35999999999,13.0,23946.0,28.079999999999995,-1.2652114240742524e-14,False,305.793
PO-00178,Beta_Supplies,2023-07-07,2023-07-18,Office Supplies,Cancelled,1078,18.34,17.41,102.0,Yes,Production,2023-07,18767.98,11.0,11858.0,17.41,0.0,False,204.108
PO-00179,Delta_Logistics,2023-06-28,2023-07-16,Raw Materials,Delivered,1291,23.44,22.23,74.8034321372855,Yes,Maintenance,2023-06,28698.93,18.0,23238.0,22.23,0.0,False,318.053
PO-00180,Alpha_Inc,2022-01-01,2022-01-12,Chemicals,Delivered,552,21.52,18.79,13.0,Yes,Production,2022-01,10372.08,11.0,6072.0,18.79,0.0,False,340.381
PO-00181,Epsilon_Group,2023-09-06,2023-09-22,Packaging,Delivered,816,26.04,25.61,28.0,Yes,Production,2023-09,20897.76,16.0,13056.0,25.61,0.0,False,284.394
PO-00182,Delta_Logistics,2022-11-28,2022-11-30,MRO,Delivered,447,23.62,21.81,50.0,Yes,Procurement,2022-11,9749.07,2.0,894.0,21.81,0.0,False,315.106
PO-00183,Delta_Logistics,2023-05-16,2023-05-24,Electronics,Partially Delivered,920,73.09,70.14,74.8034321372855,Yes,Production,2023-05,64528.8,8.0,7360.0,70.14,0.0,False,133.386
PO-00184,Epsilon_Group,2022-01-20,2022-01-30,Raw Materials,Partially Delivered,844,26.37,25.08,38.0,Yes,Logistics,2022-01,21167.519999999997,10.0,8440.0,25.079999999999995,-1.4165525035089717e-14,False,336.391
PO-00185,Epsilon_Group,2022-04-25,2022-02-13,Office Supplies,Delivered,442,41.73,36.45,15.0,Yes,Logistics,2022-04,16110.900000000001,10.776811594202899,4763.350724637681,36.45,0.0,False,217.229
PO-00186,Beta_Supplies,2023-01-07,2023-01-21,Services,Cancelled,256,96.15,83.44,26.0,Yes,Finance,2023-01,21360.64,14.0,3584.0,83.44,0.0,False,104.716
PO-00187,Delta_Logistics,2022-11-11,2022-02-13,Office Supplies,Partially Delivered,1088,55.29,53.04,161.0,No,Maintenance,2022-11,57707.52,10.776811594202899,11725.171014492755,53.04,0.0,False,264.353
PO-00188,Beta_Supplies,2022-09-03,2022-09-07,Metals,Delivered,1931,72.88,64.69,187.0,Yes,Production,2022-09,124916.39,4.0,7724.0,64.69,0.0,False,353.075
PO-00189,Gamma_Co,2022-03-01,2022-03-11,MRO,Delivered,1627,25.76,25.09,74.0,Yes,Production,2022-03,40821.43,10.0,16270.0,25.09,0.0,False,293.344
PO-00190,Beta_Supplies,2022-09-04,2022-02-13,Manufacturing,Delivered,941,28.4,27.21,74.8034321372855,No,Procurement,2022-09,25604.61,10.776811594202899,10140.979710144928,27.21,0.0,False,312.08
PO-00191,Gamma_Co,2023-08-04,2023-08-06,Raw Materials,Delivered,1534,14.98,12.79,74.8034321372855,Yes,Logistics,2023-08,19619.859999999997,2.0,3068.0,12.789999999999997,-1.3888638306491406e-14,False,307.044
PO-00192,Alpha_Inc,2022-03-22,2022-04-03,Office Supplies,Delivered,1764,25.46,24.52,46.0,Yes,Maintenance,2022-03,43253.28,12.0,21168.0,24.52,0.0,False,214.692
PO-00193,Delta_Logistics,2022-03-29,2022-04-06,Manufacturing,Delivered,1648,35.42,31.46,74.8034321372855,No,Finance,2022-03,51846.08,8.0,13184.0,31.46,0.0,False,293.344
PO-00194,Gamma_Co,2023-05-13,2023-06-01,Electronics,Delivered,913,28.01,24.06,53.0,Yes,Logistics,2023-05,21966.78,19.0,17347.0,24.06,0.0,False,133.386
PO-00195,Alpha_Inc,2022-03-12,2022-03-18,MRO,Cancelled,792,18.16,17.25,17.0,Yes,Finance,2022-03,13662.0,6.0,4752.0,17.25,0.0,False,293.344
PO-00196,Epsilon_Group,2023-06-30,2023-07-03,Food Products,Partially Delivered,1314,22.63,21.06,44.0,Yes,Procurement,2023-06,27672.839999999997,3.0,3942.0,21.06,0.0,False,257.294
PO-00197,Beta_Supplies,2022-05-09,2022-05-22,Office Supplies,Delivered,613,52.5,45.19,70.0,Yes,Procurement,2022-05,27701.469999999998,13.0,7969.0,45.19,0.0,False,221.341
PO-00198,Alpha_Inc,2022-05-12,2022-05-20,Raw Materials,Delivered,1070,29.14,26.63,24.0,Yes,Production,2022-05,28494.1,8.0,8560.0,26.63,0.0,False,374.198
PO-00199,Gamma_Co,2023-11-07,2023-11-26,Manufacturing,Partially Delivered,145,47.49,42.76,6.0,Yes,Maintenance,2023-11,6200.2,19.0,2755.0,42.76,0.0,False,332.007
PO-00201,Epsilon_Group,2023-07-17,2023-08-01,Electronics,Delivered,1807,78.63,73.08,100.0,Yes,Logistics,2023-07,132055.56,15.0,27105.0,73.08,0.0,False,134.094
PO-00202,Epsilon_Group,2022-06-19,2022-06-20,Raw Materials,Delivered,534,13.88,12.51,100.0,Yes,Procurement,2022-06,6680.34,1.0,534.0,12.51,0.0,False,379.442
PO-00203,Alpha_Inc,2022-09-29,2022-10-14,Raw Materials,Delivered,1480,85.22,75.48,100.0,Yes,Production,2022-09,111710.40000000001,15.0,22200.0,75.48,0.0,False,348.66
PO-00204,Alpha_Inc,2023-06-25,2022-02-13,Services,Delivered,280,72.16,62.38,100.0,Yes,Production,2023-06,17466.4,10.776811594202899,3017.5072463768115,62.38,0.0,False,105.706
PO-00205,Beta_Supplies,2023-09-14,2023-09-20,Metals,Cancelled,798,19.09,17.76,100.0,Yes,Finance,2023-09,14172.480000000001,6.0,4788.0,17.76,0.0,False,323.71
PO-00206,Epsilon_Group,2023-03-10,2023-03-22,Raw Materials,Delivered,1728,94.83,90.2,100.0,Yes,Procurement,2023-03,155865.6,12.0,20736.0,90.2,0.0,False,328.228
PO-00207,Epsilon_Group,2022-08-05,2022-02-13,Chemicals,Delivered,1244,96.13,84.78,43.0,Yes,Maintenance,2022-08,105466.32,10.776811594202899,13406.353623188406,84.78,0.0,False,374.231
PO-00208,Beta_Supplies,2023-07-07,2023-07-21,Raw Materials,Delivered,590,16.89,15.56,46.0,No,Procurement,2023-07,9180.4,14.0,8260.0,15.559999999999999,-1.141617506041292e-14,False,309.811
PO-00209,Delta_Logistics,2023-12-08,2023-12-23,MRO,Delivered,1109,38.93,33.33,152.0,Yes,Finance,2023-12,36962.97,15.0,16635.0,33.33,0.0,False,332.137
PO-00210,Beta_Supplies,2022-07-25,2022-08-01,Electronics,Delivered,574,85.03,82.55,54.0,Yes,Finance,2022-07,47383.7,7.0,4018.0,82.55,0.0,False,130.485
PO-00211,Gamma_Co,2024-01-01,2022-02-13,Electronics,Delivered,1233,86.62,76.59,65.0,Yes,Procurement,2024-01,94435.47,10.776811594202899,13287.808695652175,76.59,0.0,False,136.386
PO-00212,Gamma_Co,2022-11-16,2022-11-20,Office Supplies,Delivered,1912,27.94,25.59,83.0,No,Finance,2022-11,48928.08,4.0,7648.0,25.59,0.0,False,264.353
PO-00213,Alpha_Inc,2023-02-13,2023-03-04,Raw Materials,Delivered,1772,30.72,27.76,46.0,No,Procurement,2023-02,49190.72,19.0,33668.0,27.76,0.0,False,336.439
PO-00214,Beta_Supplies,2023-11-19,2023-11-29,Raw Materials,Delivered,1316,48.11,41.9,135.0,Yes,Logistics,2023-11,55140.4,10.0,13160.0,41.9,0.0,False,307.009
PO-00215,Beta_Supplies,2023-10-28,2022-02-13,Manufacturing,Delivered,1159,59.24,58.08,74.8034321372855,Yes,Procurement,2023-10,67314.72,10.776811594202899,12490.32463768116,58.08,0.0,False,332.699
PO-00216,Alpha_Inc,2023-01-18,2023-01-31,Raw Materials,Delivered,1869,69.58,67.5,31.0,Yes,Procurement,2023-01,126157.5,13.0,24297.0,67.5,0.0,False,335.513
PO-00217,Delta_Logistics,2023-03-25,2023-04-13,Chemicals,Delivered,627,46.23,42.87,74.8034321372855,Yes,Finance,2023-03,26879.489999999998,19.0,11913.0,42.87,0.0,False,328.027
PO-00218,Beta_Supplies,2023-06-14,2023-06-16,Services,Pending,731,56.02,54.78,70.0,No,Finance,2023-06,40044.18,2.0,1462.0,54.78,0.0,False,105.706
PO-00219,Epsilon_Group,2023-04-08,2022-02-13,Metals,Cancelled,606,83.07,79.22,16.0,Yes,Production,2023-04,48007.32,10.776811594202899,6530.747826086957,79.22,0.0,False,347.827
PO-00220,Beta_Supplies,2022-05-04,2022-05-14,Chemicals,Delivered,1647,13.57,12.33,157.0,Yes,Production,2022-05,20307.51,10.0,16470.0,12.329999999999998,-1.440678701865572e-14,False,396.601
PO-00221,Delta_Logistics,2022-09-11,2022-09-19,Packaging,Delivered,1062,34.03,30.46,74.8034321372855,Yes,Logistics,2022-09,32348.52,8.0,8496.0,30.46,0.0,False,292.07
PO-00222,Beta_Supplies,2022-08-19,2022-08-31,Metals,Delivered,695,76.8,69.76,74.8034321372855,No,Production,2022-08,48483.200000000004,12.0,8340.0,69.76,0.0,False,374.122
PO-00223,Epsilon_Group,2022-03-07,2022-03-14,Office Supplies,Delivered,845,91.47,86.97,74.8034321372855,Yes,Procurement,2022-03,73489.65,7.0,5915.0,86.97,0.0,False,214.692
PO-00224,Gamma_Co,2022-12-13,2022-12-18,MRO,Delivered,1101,59.13,52.51,54.0,Yes,Finance,2022-12,57813.509999999995,5.0,5505.0,52.51,0.0,False,315.868
PO-00225,Gamma_Co,2022-01-22,2022-01-24,Manufacturing,Delivered,1693,57.89,49.84,88.0,Yes,Production,2022-01,84379.12000000001,2.0,3386.0,49.84,0.0,False,286.277
PO-00226,Delta_Logistics,2023-08-26,2023-09-10,MRO,Cancelled,1629,21.51,19.41,250.0,No,Production,2023-08,31618.89,15.0,24435.0,19.41,0.0,False,330.359
PO-00227,Delta_Logistics,2023-07-22,2023-08-03,Packaging,Delivered,1413,54.79,50.42,74.8034321372855,Yes,Logistics,2023-07,71243.46,12.0,16956.0,50.42,0.0,False,284.946
PO-00228,Epsilon_Group,2022-08-24,2022-08-27,Electronics,Delivered,1871,59.96,58.54,47.0,Yes,Logistics,2022-08,109528.34,3.0,5613.0,58.54,0.0,False,130.969
PO-00229,Gamma_Co,2023-08-26,2022-02-13,Office Supplies,Delivered,1404,34.85,30.5,78.0,Yes,Procurement,2023-08,42822.0,10.776811594202899,15130.64347826087,30.5,0.0,False,199.121
PO-00230,Gamma_Co,2022-08-14,2022-08-28,Electronics,Delivered,1713,35.43,34.11,74.0,Yes,Finance,2022-08,58430.43,14.0,23982.0,34.11,0.0,False,130.969
PO-00231,Gamma_Co,2022-01-08,2022-01-13,Packaging,Delivered,1579,43.96,43.41,74.0,Yes,Logistics,2022-01,68544.39,5.0,7895.0,43.41,0.0,False,271.18
PO-00232,Gamma_Co,2022-03-14,2022-03-26,Metals,Delivered,1421,11.92,11.72,76.0,Yes,Production,2022-03,16654.120000000003,12.0,17052.0,11.720000000000002,1.5156628322527734e-14,False,397.639
PO-00233,Epsilon_Group,2023-12-26,2024-01-04,Raw Materials,Delivered,1546,43.47,37.37,53.0,Yes,Finance,2023-12,57774.02,9.0,13914.0,37.37,0.0,False,300.512
PO-00234,Delta_Logistics,2023-10-09,2023-10-18,Packaging,Delivered,1304,32.08,29.36,74.8034321372855,Yes,Finance,2023-10,38285.44,9.0,11736.0,29.360000000000003,1.210052342915702e-14,False,284.458
PO-00235,Delta_Logistics,2022-03-02,2022-02-13,Services,Delivered,239,39.87,35.47,32.0,Yes,Production,2022-03,8477.33,10.776811594202899,2575.657971014493,35.47,0.0,False,104.462
PO-00236,Alpha_Inc,2022-08-23,2022-02-13,Services,Delivered,1298,21.51,20.83,74.8034321372855,Yes,Logistics,2022-08,27037.339999999997,10.776811594202899,13988.301449275363,20.83,0.0,False,104.113
PO-00237,Delta_Logistics,2022-03-11,2022-02-13,Food Products,Delivered,1458,91.05,81.56,220.0,Yes,Production,2022-03,118914.48000000001,10.776811594202899,15712.591304347827,81.56,0.0,False,301.702
PO-00238,Gamma_Co,2022-02-02,2022-02-13,Services,Delivered,1450,63.74,59.11,71.0,Yes,Finance,2022-02,85709.5,11.0,15950.0,59.11,0.0,False,105.277
PO-00239,Beta_Supplies,2022-12-05,2022-12-20,Food Products,Delivered,1356,75.03,63.86,131.0,Yes,Maintenance,2022-12,86594.16,15.0,20340.0,63.86,0.0,False,270.886
PO-00240,Gamma_Co,2022-03-14,2022-02-13,Services,Delivered,682,81.84,71.86,40.0,Yes,Maintenance,2022-03,49008.52,10.776811594202899,7349.785507246377,71.86,0.0,False,104.462
PO-00241,Gamma_Co,2023-06-11,2023-06-19,Office Supplies,Delivered,677,59.52,55.29,39.0,Yes,Procurement,2023-06,37431.33,8.0,5416.0,55.29,0.0,False,203.2
PO-00242,Delta_Logistics,2022-09-01,2022-09-14,Office Supplies,Delivered,1022,18.54,16.55,150.0,Yes,Production,2022-09,16914.100000000002,13.0,13286.0,16.55,0.0,False,254.218
PO-00243,Alpha_Inc,2022-10-13,2022-02-13,MRO,Delivered,1818,60.96,57.13,41.0,Yes,Production,2022-10,103862.34000000001,10.776811594202899,19592.24347826087,57.13,0.0,False,313.525
PO-00244,Epsilon_Group,2023-11-17,2023-11-29,Food Products,Delivered,1332,69.73,63.8,41.0,Yes,Procurement,2023-11,84981.59999999999,12.0,15984.0,63.79999999999999,-1.113703347586364e-14,False,189.425
PO-00245,Beta_Supplies,2023-05-13,2023-05-26,Services,Delivered,1432,83.26,77.67,174.0,Yes,Procurement,2023-05,111223.44,13.0,18616.0,77.67,0.0,False,105.424
PO-00246,Beta_Supplies,2022-08-08,2022-08-26,Office Supplies,Pending,759,50.56,46.47,63.0,No,Procurement,2022-08,35270.729999999996,18.0,13662.0,46.46999999999999,-1.529035368539058e-14,False,254.138
PO-00247,Alpha_Inc,2023-07-07,2023-07-19,Services,Delivered,1529,23.42,22.44,30.0,Yes,Finance,2023-07,34310.76,12.0,18348.0,22.44,0.0,False,106.039
PO-00248,Gamma_Co,2022-05-16,2022-05-25,Metals,Delivered,1484,36.25,31.8,61.0,Yes,Production,2022-05,47191.200000000004,9.0,13356.0,31.800000000000004,1.1172055593712268e-14,False,424.725
PO-00249,Epsilon_Group,2023-08-08,2023-08-20,Office Supplies,Delivered,698,46.73,45.61,15.0,Yes,Finance,2023-08,31835.78,12.0,8376.0,45.61,0.0,False,199.121
PO-00250,Epsilon_Group,2023-08-14,2023-08-22,Raw Materials,Pending,367,74.61,71.36,13.0,Yes,Procurement,2023-08,26189.12,8.0,2936.0,71.36,0.0,False,307.044
PO-00251,Epsilon_Group,2023-04-30,2023-05-20,Food Products,Partially Delivered,1750,65.97,58.34,50.0,Yes,Production,2023-04,102095.0,20.0,35000.0,58.34,0.0,False,270.26
PO-00252,Delta_Logistics,2022-09-06,2022-09-24,Office Supplies,Partially Delivered,1298,43.73,37.21,74.8034321372855,No,Finance,2022-09,48298.58,18.0,23364.0,37.21,0.0,False,254.218
PO-00253,Gamma_Co,2023-04-30,2023-05-20,Raw Materials,Delivered,1892,106.2,96.37,93.0,Yes,Finance,2023-04,182332.04,20.0,37840.0,96.37,0.0,False,329.065
PO-00254,Beta_Supplies,2023-02-21,2023-02-24,Electronics,Delivered,1307,68.71,60.64,141.0,Yes,Procurement,2023-02,79256.48,3.0,3921.0,60.63999999999999,-1.17173933997378e-14,False,133.778
PO-00255,Beta_Supplies,2022-07-14,2022-07-29,Metals,Delivered,733,32.29,29.01,78.0,Yes,Production,2022-07,21264.33,15.0,10995.0,29.01,0.0,False,393.04
PO-00256,Gamma_Co,2022-04-07,2022-02-13,Chemicals,Delivered,713,19.45,18.82,31.0,Yes,Procurement,2022-04,13418.66,10.776811594202899,7683.866666666667,18.82,0.0,False,399.403
PO-00257,Beta_Supplies,2022-04-10,2022-04-24,Raw Materials,Delivered,1900,24.11,23.45,188.0,Yes,Production,2022-04,44555.0,14.0,26600.0,23.45,0.0,False,358.784
PO-00258,Delta_Logistics,2023-11-06,2023-11-08,Manufacturing,Cancelled,1447,35.67,35.07,224.0,No,Maintenance,2023-11,50746.29,2.0,2894.0,35.07,0.0,False,332.007
PO-00259,Epsilon_Group,2023-03-18,2022-02-13,Manufacturing,Delivered,1745,26.17,22.25,55.0,Yes,Logistics,2023-03,38826.25,10.776811594202899,18805.53623188406,22.25,0.0,False,323.293
PO-00260,Beta_Supplies,2022-12-29,2023-01-14,Office Supplies,Delivered,1681,28.26,26.62,143.0,Yes,Logistics,2022-12,44748.22,16.0,26896.0,26.62,0.0,False,258.453
PO-00261,Delta_Logistics,2023-03-10,2023-03-18,Services,Delivered,1545,38.15,36.96,214.0,Yes,Logistics,2023-03,57103.200000000004,8.0,12360.0,36.96,0.0,False,105.375
PO-00262,Epsilon_Group,2023-02-25,2023-03-02,Metals,Delivered,1306,27.27,25.96,39.0,Yes,Procurement,2023-02,33903.76,5.0,6530.0,25.96,0.0,False,332.616
PO-00263,Gamma_Co,2023-04-24,2023-05-06,Food Products,Delivered,1765,97.51,84.3,65.0,Yes,Maintenance,2023-04,148789.5,12.0,21180.0,84.3,0.0,False,270.26
PO-00264,Gamma_Co,2022-02-25,2022-03-15,Chemicals,Cancelled,1186,17.31,16.0,64.0,Yes,Production,2022-02,18976.0,18.0,21348.0,16.0,0.0,False,346.47
PO-00265,Delta_Logistics,2023-11-21,2023-11-26,Electronics,Delivered,1903,63.5,56.09,254.0,Yes,Finance,2023-11,106739.27,5.0,9515.0,56.09,0.0,False,134.879
PO-00266,Delta_Logistics,2023-11-01,2023-11-05,Food Products,Delivered,1570,52.1,47.87,74.8034321372855,No,Production,2023-11,75155.9,4.0,6280.0,47.87,0.0,False,189.425
PO-00267,Delta_Logistics,2023-10-24,2023-11-13,Chemicals,Delivered,491,108.75,93.35,74.8034321372855,No,Finance,2023-10,45834.85,20.0,9820.0,93.35,0.0,False,278.089
PO-00268,Beta_Supplies,2022-04-11,2022-04-20,MRO,Partially Delivered,613,20.38,20.17,58.0,Yes,Production,2022-04,12364.210000000001,9.0,5517.0,20.17,0.0,False,298.74
PO-00269,Gamma_Co,2022-03-04,2022-03-16,Chemicals,Partially Delivered,1341,46.27,43.94,63.0,Yes,Maintenance,2022-03,58923.53999999999,12.0,16092.0,43.94,0.0,False,362.244
PO-00270,Beta_Supplies,2023-02-17,2023-03-04,Services,Partially Delivered,1583,103.57,89.38,164.0,Yes,Finance,2023-02,141488.53999999998,15.0,23745.0,89.37999999999998,-1.5899367548894612e-14,False,105.104
PO-00271,Beta_Supplies,2022-12-14,2022-02-13,Services,Cancelled,1880,92.73,90.78,173.0,Yes,Procurement,2022-12,170666.4,10.776811594202899,20260.405797101448,90.78,0.0,False,104.541
PO-00272,Epsilon_Group,2022-04-22,2022-04-26,Manufacturing,Delivered,1459,84.79,82.72,47.0,Yes,Production,2022-04,120688.48,4.0,5836.0,82.72,0.0,False,298.74
PO-00273,Delta_Logistics,2022-09-12,2022-02-13,Metals,Delivered,1460,34.54,31.87,208.0,No,Production,2022-09,46530.200000000004,10.776811594202899,15734.144927536232,31.870000000000005,1.1147517034203014e-14,False,353.075
PO-00274,Beta_Supplies,2022-07-16,2022-07-28,Metals,Partially Delivered,1186,26.14,24.78,112.0,Yes,Finance,2022-07,29389.08,12.0,14232.0,24.78,0.0,False,393.04
PO-00275,Epsilon_Group,2022-07-14,2022-07-23,Metals,Pending,1686,72.28,65.21,53.0,Yes,Procurement,2022-07,109944.05999999998,9.0,15174.0,65.21,0.0,False,393.04
PO-00276,Alpha_Inc,2023-07-04,2023-07-08,MRO,Delivered,1698,102.07,100.69,28.0,Yes,Procurement,2023-07,170971.62,4.0,6792.0,100.69,0.0,False,329.921
PO-00277,Epsilon_Group,2023-04-05,2022-02-13,Services,Delivered,1001,64.62,55.7,32.0,Yes,Maintenance,2023-04,55755.700000000004,10.776811594202899,10787.588405797102,55.7,0.0,False,105.318
PO-00278,Alpha_Inc,2022-05-24,2022-05-27,Office Supplies,Delivered,1154,62.67,54.11,25.0,Yes,Procurement,2022-05,62442.94,3.0,3462.0,54.11,0.0,False,221.341
PO-00279,Alpha_Inc,2023-03-09,2023-03-29,Chemicals,Cancelled,748,37.66,32.71,74.8034321372855,No,Procurement,2023-03,24467.08,20.0,14960.0,32.71,0.0,False,328.027
PO-00280,Alpha_Inc,2022-07-07,2022-02-13,MRO,Delivered,162,81.63,78.76,2.0,Yes,Procurement,2022-07,12759.12,10.776811594202899,1745.8434782608697,78.76,0.0,False,309.376
